acronym,group
TLE6,oligodendrocyte
TM7SF2,oligodendrocyte
TM7SF3,oligodendrocyte
TM9SF3,oligodendrocyte
TMBIM1,oligodendrocyte
TMCC2,oligodendrocyte
TMCC3,oligodendrocyte
TMCO3,oligodendrocyte
TMED10,oligodendrocyte
TMED2,oligodendrocyte
TMEFF1,oligodendrocyte
TMEFF2,oligodendrocyte
TMEM100,oligodendrocyte
TMEM101,oligodendrocyte
TMEM106B,oligodendrocyte
TMEM108,oligodendrocyte
TMEM110,oligodendrocyte
TMEM121,oligodendrocyte
TMEM123,oligodendrocyte
TMEM132D,oligodendrocyte
TMEM134,oligodendrocyte
TMEM141,oligodendrocyte
TMEM14C,oligodendrocyte
TMEM159,oligodendrocyte
TMEM163,oligodendrocyte
TMEM17,oligodendrocyte
TMEM181,oligodendrocyte
TMEM182,oligodendrocyte
TMEM19,oligodendrocyte
TMEM2,oligodendrocyte
TMEM20,oligodendrocyte
TMEM30A,oligodendrocyte
TMEM33,oligodendrocyte
TMEM40,oligodendrocyte
TMEM41B,oligodendrocyte
TMEM45A,oligodendrocyte
TMEM49,oligodendrocyte
TMEM62,oligodendrocyte
TMEM63A,oligodendrocyte
TMEM69,oligodendrocyte
TMEM71,oligodendrocyte
TMEM86A,oligodendrocyte
TMEM87B,oligodendrocyte
TMEM98,oligodendrocyte
TMOD2,oligodendrocyte
TMPO,oligodendrocyte
TMPRSS5,oligodendrocyte
TMTC2,oligodendrocyte
TNFRSF21,oligodendrocyte
TNFSF13,oligodendrocyte
TNFSF9,oligodendrocyte
TNIK,oligodendrocyte
TNK2,oligodendrocyte
TNKS2,oligodendrocyte
TNNI1,oligodendrocyte
TNPO1,oligodendrocyte
TNRC6C,oligodendrocyte
TNS3,oligodendrocyte
TOM1,oligodendrocyte
TOMM20,oligodendrocyte
TOMM22,oligodendrocyte
TOR1B,oligodendrocyte
TPD52,oligodendrocyte
TPK1,oligodendrocyte
TPM1,oligodendrocyte
TPST1,oligodendrocyte
TRABD,oligodendrocyte
TRADD,oligodendrocyte
TRAF4,oligodendrocyte
TRAK2,oligodendrocyte
TRAPPC2L,oligodendrocyte
TRIM11,oligodendrocyte
TRIM13,oligodendrocyte
TRIM24,oligodendrocyte
TRIM25,oligodendrocyte
TRIM36,oligodendrocyte
TRIM59,oligodendrocyte
TRIM67,oligodendrocyte
TRIO,oligodendrocyte
TRIP11,oligodendrocyte
TRIP12,oligodendrocyte
TRIT1,oligodendrocyte
TRPM7,oligodendrocyte
TRUB2,oligodendrocyte
TSC22D1,oligodendrocyte
TSC22D4,oligodendrocyte
TSHZ1,oligodendrocyte
TSPAN15,oligodendrocyte
TSPAN17,oligodendrocyte
TSPAN2,oligodendrocyte
TSPAN6,oligodendrocyte
TSPAN9,oligodendrocyte
TSSC4,oligodendrocyte
TTC14,oligodendrocyte
TTYH2,oligodendrocyte
TUBB4,oligodendrocyte
TULP4,oligodendrocyte
TXLNA,oligodendrocyte
TXNL1,oligodendrocyte
TYRO3,oligodendrocyte
TYROBP,oligodendrocyte
UBE2E2,oligodendrocyte
UBE2F,oligodendrocyte
UBE2I,oligodendrocyte
UBE2J1,oligodendrocyte
UBE2J2,oligodendrocyte
UBE4A,oligodendrocyte
UBL3,oligodendrocyte
UBOX5,oligodendrocyte
UBQLN1,oligodendrocyte
UBR2,oligodendrocyte
UCKL1,oligodendrocyte
UFD1L,oligodendrocyte
UHRF1,oligodendrocyte
ULK2,oligodendrocyte
UNC45A,oligodendrocyte
UNC5B,oligodendrocyte
UNC5C,oligodendrocyte
UPF3B,oligodendrocyte
URM1,oligodendrocyte
USF2,oligodendrocyte
USP16,oligodendrocyte
USP18,oligodendrocyte
USP20,oligodendrocyte
USP24,oligodendrocyte
USP25,oligodendrocyte
USP30,oligodendrocyte
USP36,oligodendrocyte
USP39,oligodendrocyte
USP48,oligodendrocyte
USP6NL,oligodendrocyte
UST,oligodendrocyte
UTP14A,oligodendrocyte
UVRAG,oligodendrocyte
UXT,oligodendrocyte
VAC14,oligodendrocyte
VAMP3,oligodendrocyte
VANGL1,oligodendrocyte
VASH1,oligodendrocyte
VAT1,oligodendrocyte
VCAN,oligodendrocyte
VEGFA,oligodendrocyte
VKORC1,oligodendrocyte
VLDLR,oligodendrocyte
VPS26B,oligodendrocyte
VPS36,oligodendrocyte
VPS37A,oligodendrocyte
VPS37B,oligodendrocyte
VPS54,oligodendrocyte
VPS8,oligodendrocyte
VWF,oligodendrocyte
WAC,oligodendrocyte
WARS,oligodendrocyte
WDFY1,oligodendrocyte
WDR1,oligodendrocyte
WDR26,oligodendrocyte
WDR33,oligodendrocyte
WDR40B,oligodendrocyte
WDR41,oligodendrocyte
WDR46,oligodendrocyte
WDR70,oligodendrocyte
WDSUB1,oligodendrocyte
WIPF1,oligodendrocyte
WIZ,oligodendrocyte
WNK1,oligodendrocyte
WSB2,oligodendrocyte
XAB2,oligodendrocyte
XIST,oligodendrocyte
XPO5,oligodendrocyte
XRCC1,oligodendrocyte
XRCC3,oligodendrocyte
XRCC5,oligodendrocyte
YEATS2,oligodendrocyte
YIF1A,oligodendrocyte
YIPF1,oligodendrocyte
YIPF6,oligodendrocyte
YME1L1,oligodendrocyte
YPEL2,oligodendrocyte
YTHDF1,oligodendrocyte
YTHDF3,oligodendrocyte
YWHAE,oligodendrocyte
YWHAQ,oligodendrocyte
YY1,oligodendrocyte
ZADH2,oligodendrocyte
ZBED4,oligodendrocyte
ZBTB1,oligodendrocyte
ZBTB24,oligodendrocyte
ZBTB34,oligodendrocyte
ZBTB43,oligodendrocyte
ZBTB8OS,oligodendrocyte
ZC3H11A,oligodendrocyte
ZC3H15,oligodendrocyte
ZC3H7A,oligodendrocyte
ZCCHC11,oligodendrocyte
ZCCHC3,oligodendrocyte
ZCCHC7,oligodendrocyte
ZCRB1,oligodendrocyte
ZDHHC14,oligodendrocyte
ZDHHC2,oligodendrocyte
ZDHHC20,oligodendrocyte
ZDHHC24,oligodendrocyte
ZDHHC7,oligodendrocyte
ZDHHC9,oligodendrocyte
ZEB1,oligodendrocyte
ZEB2,oligodendrocyte
ZFAND3,oligodendrocyte
ZFAND5,oligodendrocyte
ZFP14,oligodendrocyte
ZFPM1,oligodendrocyte
ZFYVE20,oligodendrocyte
ZFYVE27,oligodendrocyte
ZKSCAN1,oligodendrocyte
ZMIZ1,oligodendrocyte
ZNRF1,oligodendrocyte
ZSWIM6,oligodendrocyte
ZZEF1,oligodendrocyte
AAK1,synaptome
AARS,synaptome
AASDHPPT,synaptome
ABCB1,synaptome
ABCB8,synaptome
ABCD1,synaptome
ABCD3,synaptome
ABCF3,synaptome
ABHD14B,synaptome
ABI1,synaptome
ABI2,synaptome
ABLIM1,synaptome
ABLIM2,synaptome
ABLIM3,synaptome
ABR,synaptome
ACAA1,synaptome
ACACA,synaptome
ACAT1,synaptome
ACBD5,synaptome
ACLY,synaptome
ACO2,synaptome
ACOT7,synaptome
ACOT8,synaptome
ACP1,synaptome
ACSBG1,synaptome
ACSL3,synaptome
ACSL4,synaptome
ACSL6,synaptome
ACTA1,synaptome
ACTA2,synaptome
ACTB,synaptome
ACTG1,synaptome
ACTG2,synaptome
ACTL6B,synaptome
ACTN1,synaptome
ACTN2,synaptome
ACTN3,synaptome
ACTN4,synaptome
ACTR1A,synaptome
ACTR1B,synaptome
ACTR2,synaptome
ACTR3,synaptome
ACTR3B,synaptome
ACYP2,synaptome
ADAM11,synaptome
ADAM22,synaptome
ADAM23,synaptome
ADAR,synaptome
ADD1,synaptome
ADD2,synaptome
ADD3,synaptome
ADRBK1,synaptome
AFG3L2,synaptome
AGAP1,synaptome
AGAP2,synaptome
AGAP3,synaptome
AGER,synaptome
AGK,synaptome
AGL,synaptome
AGPAT5,synaptome
AGRN,synaptome
AHCY,synaptome
AHCYL1,synaptome
AHNAK,synaptome
AHSA1,synaptome
AIFM1,synaptome
AIFM3,synaptome
AIP,synaptome
AK1,synaptome
AK3,synaptome
AK5,synaptome
AKAP12,synaptome
AKAP2,synaptome
AKAP5,synaptome
AKAP9,synaptome
AKR1A1,synaptome
AKR1C1,synaptome
AKR1C2,synaptome
AKR7A2,synaptome
AKT1,synaptome
AKT2,synaptome
ALCAM,synaptome
ALDH16A1,synaptome
ALDH1A1,synaptome
ALDH1L1,synaptome
ALDH2,synaptome
ALDH3A2,synaptome
ALDH4A1,synaptome
ALDH5A1,synaptome
ALDH6A1,synaptome
ALDH7A1,synaptome
ALDOA,synaptome
ALDOC,synaptome
ALPL,synaptome
AMHR2,synaptome
AMPD2,synaptome
AMPH,synaptome
ANK1,synaptome
ANK2,synaptome
ANK3,synaptome
ANKFY1,synaptome
ANKRD24,synaptome
ANKS1B,synaptome
ANXA1,synaptome
ANXA11,synaptome
ANXA2,synaptome
ANXA3,synaptome
ANXA5,synaptome
ANXA6,synaptome
ANXA7,synaptome
AP1B1,synaptome
AP1G1,synaptome
AP1M1,synaptome
AP1S1,synaptome
AP2A1,synaptome
AP2A2,synaptome
AP2B1,synaptome
AP2M1,synaptome
AP2S1,synaptome
AP3B1,synaptome
AP3B2,synaptome
AP3D1,synaptome
AP3M2,synaptome
AP3S1,synaptome
AP3S2,synaptome
APC,synaptome
APOD,synaptome
APOE,synaptome
APOL2,synaptome
APOO,synaptome
APOOL,synaptome
APP,synaptome
APPL1,synaptome
APPL2,synaptome
AQP1,synaptome
AQP4,synaptome
ARC,synaptome
ARCN1,synaptome
ARF1,synaptome
ARF3,synaptome
ARF5,synaptome
ARFGAP2,synaptome
ARFGAP3,synaptome
ARFGEF2,synaptome
ARHGAP1,synaptome
ARHGAP21,synaptome
ARHGAP23,synaptome
ARHGAP26,synaptome
ARHGDIA,synaptome
ARHGEF2,synaptome
ARHGEF7,synaptome
ARHGEF9,synaptome
ARID3B,synaptome
ARL2BP,synaptome
ARMC10,synaptome
ARNT,synaptome
ARPC1A,synaptome
ARPC2,synaptome
ARPC3,synaptome
ARPC4,synaptome
ARPC5L,synaptome
ARRB1,synaptome
ARVCF,synaptome
ASB7,synaptome
ASPM,synaptome
ASTN1,synaptome
ASTN2,synaptome
ATAD1,synaptome
ATAD3A,synaptome
ATF7IP,synaptome
ATG16L1,synaptome
ATIC,synaptome
ATL1,synaptome
ATL2,synaptome
ATP12A,synaptome
ATP13A1,synaptome
ATP1A1,synaptome
ATP1A2,synaptome
ATP1A3,synaptome
ATP1A4,synaptome
ATP1B1,synaptome
ATP1B2,synaptome
ATP2A1,synaptome
ATP2A2,synaptome
ATP2B1,synaptome
ATP2B2,synaptome
ATP2B3,synaptome
ATP2B4,synaptome
ATP4A,synaptome
ATP5A1,synaptome
ATP5B,synaptome
ATP5C1,synaptome
ATP5D,synaptome
ATP5F1,synaptome
ATP5H,synaptome
ATP5I,synaptome
ATP5J,synaptome
ATP5J2,synaptome
ATP5L,synaptome
ATP5O,synaptome
ATP6V0A1,synaptome
ATP6V0C,synaptome
ATP6V0D1,synaptome
ATP6V0D2,synaptome
ATP6V1A,synaptome
ATP6V1B1,synaptome
ATP6V1B2,synaptome
ATP6V1C1,synaptome
ATP6V1C2,synaptome
ATP6V1D,synaptome
ATP6V1E1,synaptome
ATP6V1E2,synaptome
ATP6V1F,synaptome
ATP6V1G1,synaptome
ATP6V1G2,synaptome
ATP6V1G3,synaptome
ATP6V1H,synaptome
ATP8A1,synaptome
ATP8A2,synaptome
ATPIF1,synaptome
ATRX,synaptome
ATXN10,synaptome
AUH,synaptome
AVPI1,synaptome
AZI2,synaptome
B3GAT3,synaptome
BAD,synaptome
BAG2,synaptome
BAG3,synaptome
BAG5,synaptome
BAI1,synaptome
BAI3,synaptome
BAIAP2,synaptome
BANF1,synaptome
BASP1,synaptome
BAZ1B,synaptome
BCAN,synaptome
BCAS1,synaptome
BCKDK,synaptome
BCR,synaptome
BDH1,synaptome
BEGAIN,synaptome
BIN1,synaptome
BIRC6,synaptome
BLNK,synaptome
BLVRB,synaptome
BRP44,synaptome
BRP44L,synaptome
BRSK1,synaptome
BRSK2,synaptome
BSG,synaptome
BSN,synaptome
BTBD17,synaptome
C1QBP,synaptome
C1QC,synaptome
C3,synaptome
CA1,synaptome
CA2,synaptome
CA4,synaptome
CACNA2D1,synaptome
CACNA2D2,synaptome
CACNA2D3,synaptome
CACNB1,synaptome
CACNB3,synaptome
CACNB4,synaptome
CACNG2,synaptome
CACNG3,synaptome
CACYBP,synaptome
CAD,synaptome
CADPS,synaptome
CALB2,synaptome
CALCOCO1,synaptome
CALM1,synaptome
CALM2,synaptome
CALM3,synaptome
CALML5,synaptome
CALR,synaptome
CAMK2A,synaptome
CAMK2B,synaptome
CAMK2D,synaptome
CAMK2G,synaptome
CAMKK1,synaptome
CAMKK2,synaptome
CAMKV,synaptome
CAND1,synaptome
CAND2,synaptome
CANX,synaptome
CAP1,synaptome
CAP2,synaptome
CAPG,synaptome
CAPN1,synaptome
CAPN5,synaptome
CAPZA1,synaptome
CAPZA2,synaptome
CAPZA3,synaptome
CAPZB,synaptome
CASK,synaptome
CASKIN1,synaptome
CAT,synaptome
CAV1,synaptome
CBLN1,synaptome
CBR1,synaptome
CBR3,synaptome
CC2D1A,synaptome
CCDC109A,synaptome
CCDC124,synaptome
CCDC127,synaptome
CCDC22,synaptome
CCDC93,synaptome
CCNG2,synaptome
CCNY,synaptome
CCT2,synaptome
CCT3,synaptome
CCT4,synaptome
CCT5,synaptome
CCT6A,synaptome
CCT6B,synaptome
CCT7,synaptome
CCT8,synaptome
CD47,synaptome
CD59,synaptome
CD81,synaptome
CD9,synaptome
CDC42,synaptome
CDC42BPA,synaptome
CDC42BPB,synaptome
CDC42EP4,synaptome
CDH10,synaptome
CDH13,synaptome
CDH2,synaptome
CDH4,synaptome
CDIPT,synaptome
CDK5,synaptome
CDK5R1,synaptome
CDK5RAP3,synaptome
CDKL2,synaptome
CDKL5,synaptome
CEND1,synaptome
CFL1,synaptome
CFL2,synaptome
CHAT,synaptome
CHCHD3,synaptome
CHCHD6,synaptome
CHL1,synaptome
CHMP1A,synaptome
CHMP4B,synaptome
CISD1,synaptome
CIT,synaptome
CKAP4,synaptome
CKAP5,synaptome
CKB,synaptome
CKMT1B,synaptome
CLASP1,synaptome
CLASP2,synaptome
CLCN3,synaptome
CLIP1,synaptome
CLIP2,synaptome
CLIP3,synaptome
CLMN,synaptome
CLTA,synaptome
CLTB,synaptome
CLTC,synaptome
CLU,synaptome
CMC1,synaptome
CMPK1,synaptome
CNDP2,synaptome
CNKSR2,synaptome
CNP,synaptome
CNTFR,synaptome
CNTN1,synaptome
CNTN2,synaptome
CNTNAP1,synaptome
CNTNAP2,synaptome
COASY,synaptome
COG3,synaptome
COL1A1,synaptome
COL5A3,synaptome
COMTD1,synaptome
COPA,synaptome
COPB2,synaptome
COPG,synaptome
COPS3,synaptome
COQ10B,synaptome
CORO1A,synaptome
CORO1B,synaptome
CORO1C,synaptome
CORO2A,synaptome
CORO2B,synaptome
COX4I1,synaptome
COX5A,synaptome
COX5B,synaptome
COX6B1,synaptome
COX6C,synaptome
COX7A2L,synaptome
CPEB3,synaptome
CPLX2,synaptome
CPNE5,synaptome
CPNE6,synaptome
CPT1A,synaptome
CPT2,synaptome
CRAT,synaptome
CRIP2,synaptome
CRIPT,synaptome
CRKL,synaptome
CRMP1,synaptome
CRTAC1,synaptome
CRYAB,synaptome
CRYM,synaptome
CRYZ,synaptome
CS,synaptome
CSE1L,synaptome
CSNK1D,synaptome
CSNK1E,synaptome
CSNK2A1,synaptome
CSNK2A2,synaptome
CSNK2B,synaptome
CSPG5,synaptome
CSRP1,synaptome
CST3,synaptome
CTBP1,synaptome
CTNNA1,synaptome
CTNNA2,synaptome
CTNNB1,synaptome
CTNND1,synaptome
CTNND2,synaptome
CTTN,synaptome
CTTNBP2,synaptome
CUL5,synaptome
CYB5B,synaptome
CYB5R1,synaptome
CYBRD1,synaptome
CYC1,synaptome
CYCS,synaptome
CYFIP1,synaptome
CYFIP2,synaptome
CYLD,synaptome
CYP1B1,synaptome
CYTH2,synaptome
CYTH3,synaptome
DAAM1,synaptome
DAAM2,synaptome
DAB2IP,synaptome
DAD1,synaptome
DARC,synaptome
DARS,synaptome
DBC1,synaptome
DBN1,synaptome
DBNL,synaptome
DBT,synaptome
DCAKD,synaptome
DCLK1,synaptome
DCLK2,synaptome
DCTN1,synaptome
DCTN2,synaptome
DCTN3,synaptome
DCTN4,synaptome
DCX,synaptome
DDAH1,synaptome
DDOST,synaptome
DDR1,synaptome
DDRGK1,synaptome
DDX1,synaptome
DDX17,synaptome
DDX3X,synaptome
DDX5,synaptome
DDX6,synaptome
DECR1,synaptome
DECR2,synaptome
DEM1,synaptome
DES,synaptome
DGKB,synaptome
DGKZ,synaptome
DHRS4,synaptome
DHRS7B,synaptome
DHX30,synaptome
DIP2B,synaptome
DIRAS1,synaptome
DIRAS2,synaptome
DLAT,synaptome
DLD,synaptome
DLG1,synaptome
DLG2,synaptome
DLG3,synaptome
DLG4,synaptome
DLGAP1,synaptome
DLGAP2,synaptome
DLGAP3,synaptome
DLGAP4,synaptome
DLST,synaptome
DMD,synaptome
DMWD,synaptome
DMXL2,synaptome
DNAJA1,synaptome
DNAJA2,synaptome
DNAJA3,synaptome
DNAJB1,synaptome
DNAJB2,synaptome
DNAJB4,synaptome
DNAJB6,synaptome
DNAJC11,synaptome
DNAJC13,synaptome
DNAJC19,synaptome
DNAJC5,synaptome
DNAJC6,synaptome
DNM1,synaptome
DNM1L,synaptome
DNM2,synaptome
DNM3,synaptome
DOC2A,synaptome
DOCK1,synaptome
DOCK10,synaptome
DOCK2,synaptome
DOCK3,synaptome
DOCK4,synaptome
DOCK5,synaptome
DOCK7,synaptome
DOCK9,synaptome
DPM1,synaptome
DPP10,synaptome
DPP3,synaptome
DPP4,synaptome
DPP6,synaptome
DPYSL2,synaptome
DPYSL3,synaptome
DPYSL4,synaptome
DPYSL5,synaptome
DSG1,synaptome
DSP,synaptome
DST,synaptome
DSTN,synaptome
DTD1,synaptome
DTNA,synaptome
DUSP10,synaptome
DUSP3,synaptome
DUSP4,synaptome
DYNC1H1,synaptome
DYNC1I1,synaptome
DYNC1I2,synaptome
DYNC1LI1,synaptome
DYNC1LI2,synaptome
DYNLL1,synaptome
DYNLL2,synaptome
DYNLRB1,synaptome
DYNLRB2,synaptome
EDARADD,synaptome
EEA1,synaptome
EEF1A1,synaptome
EEF1A2,synaptome
EEF1B2,synaptome
EEF1D,synaptome
EEF1G,synaptome
EEF2,synaptome
EFHD2,synaptome
EFR3A,synaptome
EFR3B,synaptome
EHD1,synaptome
EHD3,synaptome
EHD4,synaptome
EHMT2,synaptome
EIF2AK2,synaptome
EIF2S1,synaptome
EIF3C,synaptome
EIF4A2,synaptome
EIF4B,synaptome
EIF4E,synaptome
EIF4G1,synaptome
EIF5A,synaptome
ELFN2,synaptome
ELMO2,synaptome
ENAH,synaptome
ENDOG,synaptome
ENO1,synaptome
ENO2,synaptome
ENO3,synaptome
ENPP6,synaptome
EPB41,synaptome
EPB41L1,synaptome
EPB41L2,synaptome
EPB41L3,synaptome
EPB42,synaptome
EPB49,synaptome
EPHA4,synaptome
EPN2,synaptome
EPPK1,synaptome
EPRS,synaptome
EPS15,synaptome
EPS15L1,synaptome
EPX,synaptome
ERBB2IP,synaptome
ERC1,synaptome
ERC2,synaptome
ERLIN1,synaptome
ERLIN2,synaptome
ETFB,synaptome
ETFDH,synaptome
EVL,synaptome
EXOC1,synaptome
EXOC2,synaptome
EXOC3,synaptome
EXOC4,synaptome
EXOC5,synaptome
EXOC6,synaptome
EXOC6B,synaptome
EXOC7,synaptome
EXOC8,synaptome
EXT2,synaptome
EZR,synaptome
F2RL1,synaptome
F2RL3,synaptome
FAAH,synaptome
FABP3,synaptome
FABP5,synaptome
FABP7,synaptome
FAM107A,synaptome
FAM123A,synaptome
FAM171A1,synaptome
FAM38A,synaptome
FAM40B,synaptome
FAM49A,synaptome
FAM49B,synaptome
FAM81A,synaptome
FAM82A2,synaptome
FARP1,synaptome
FARSA,synaptome
FARSB,synaptome
FASN,synaptome
FBXO2,synaptome
FBXO31,synaptome
FBXO41,synaptome
FDPS,synaptome
FES,synaptome
FGB,synaptome
FGD4,synaptome
FGF2,synaptome
FGG,synaptome
FH,synaptome
FIBP,synaptome
FIS1,synaptome
FKBP15,synaptome
FKBP1B,synaptome
FKBP4,synaptome
FKBP8,synaptome
FLII,synaptome
FLNA,synaptome
FLNC,synaptome
FLOT1,synaptome
FLOT2,synaptome
FMN2,synaptome
FMNL1,synaptome
FMNL2,synaptome
FMNL3,synaptome
FN3K,synaptome
FRYL,synaptome
FSCN1,synaptome
FSD1,synaptome
FTH1,synaptome
FUS,synaptome
FXR2,synaptome
FXYD2,synaptome
FXYD6,synaptome
FXYD7,synaptome
FYN,synaptome
G3BP2,synaptome
G6PD,synaptome
GABARAPL2,synaptome
GABBR1,synaptome
GABBR2,synaptome
GABRA1,synaptome
GABRA4,synaptome
GAD1,synaptome
GAK,synaptome
GAP43,synaptome
GAPDH,synaptome
GAPVD1,synaptome
GAS7,synaptome
GBAS,synaptome
GDAP1,synaptome
GDAP1L1,synaptome
GDF7,synaptome
GDI1,synaptome
GDI2,synaptome
GFAP,synaptome
GGA3,synaptome
GIPC1,synaptome
GIT1,synaptome
GIT2,synaptome
GJA1,synaptome
GJB6,synaptome
GK,synaptome
GLG1,synaptome
GLIPR2,synaptome
GLOD4,synaptome
GLS,synaptome
GLS2,synaptome
GLUD1,synaptome
GLUL,synaptome
GNA11,synaptome
GNA12,synaptome
GNA13,synaptome
GNA14,synaptome
GNAI1,synaptome
GNAI2,synaptome
GNAI3,synaptome
GNAL,synaptome
GNAO1,synaptome
GNAQ,synaptome
GNAS,synaptome
GNAZ,synaptome
GNB1,synaptome
GNB2,synaptome
GNB2L1,synaptome
GNB4,synaptome
GNB5,synaptome
GNG12,synaptome
GNG2,synaptome
GNG3,synaptome
GNG7,synaptome
GNL1,synaptome
GNPAT,synaptome
GOLGA2,synaptome
GOLGA7B,synaptome
GOLGB1,synaptome
GOLPH3,synaptome
GOSR1,synaptome
GOT1,synaptome
GOT2,synaptome
GPC1,synaptome
GPD2,synaptome
GPHN,synaptome
GPI,synaptome
GPM6A,synaptome
GPR158,synaptome
GPR85,synaptome
GPRASP2,synaptome
GPRC5B,synaptome
GPRIN1,synaptome
GPSM1,synaptome
GPX1,synaptome
GPX4,synaptome
GRB10,synaptome
GRB2,synaptome
GRHPR,synaptome
GRIA1,synaptome
GRIA2,synaptome
GRIA3,synaptome
GRIA4,synaptome
GRID2,synaptome
GRIK2,synaptome
GRIN1,synaptome
GRIN2A,synaptome
GRIN2B,synaptome
GRIN2D,synaptome
GRIP1,synaptome
GRLF1,synaptome
GRM1,synaptome
GRM2,synaptome
GRM3,synaptome
GRM5,synaptome
GRM7,synaptome
GSK3B,synaptome
GSN,synaptome
GSTK1,synaptome
GSTM2,synaptome
GSTM3,synaptome
GSTO1,synaptome
GSTP1,synaptome
GUCY1A2,synaptome
GUK1,synaptome
HADH,synaptome
HADHA,synaptome
HADHB,synaptome
HAPLN1,synaptome
HAPLN2,synaptome
HARS2,synaptome
HBA1,synaptome
HBA2,synaptome
HBB,synaptome
HBD,synaptome
HCK,synaptome
HCN2,synaptome
HDLBP,synaptome
HECW1,synaptome
HECW2,synaptome
HEPACAM2,synaptome
HGS,synaptome
HIBCH,synaptome
HIGD1A,synaptome
HIP1,synaptome
HIP1R,synaptome
HIST1H1E,synaptome
HIST1H2AE,synaptome
HIST1H4A,synaptome
HK1,synaptome
HMOX2,synaptome
HNRNPA1,synaptome
HNRNPK,synaptome
HNRNPM,synaptome
HOMER1,synaptome
HOMER2,synaptome
HOMER3,synaptome
HOOK3,synaptome
HORMAD1,synaptome
HPCA,synaptome
HPCAL1,synaptome
HRAS,synaptome
HSD17B10,synaptome
HSD17B12,synaptome
HSD17B4,synaptome
HSDL1,synaptome
HSDL2,synaptome
HSP90AA1,synaptome
HSP90AB1,synaptome
HSP90B1,synaptome
HSPA12A,synaptome
HSPA1A,synaptome
HSPA1B,synaptome
HSPA1L,synaptome
HSPA2,synaptome
HSPA4,synaptome
HSPA4L,synaptome
HSPA5,synaptome
HSPA6,synaptome
HSPA8,synaptome
HSPA9,synaptome
HSPB1,synaptome
HSPB8,synaptome
HSPD1,synaptome
HSPH1,synaptome
HTT,synaptome
IARS,synaptome
IARS2,synaptome
ICA1,synaptome
ICAM5,synaptome
IDH2,synaptome
IDH3A,synaptome
IDH3B,synaptome
IDH3G,synaptome
IGSF21,synaptome
IGSF8,synaptome
IL1RAPL1,synaptome
IL5RA,synaptome
IMMT,synaptome
IMPA1,synaptome
INA,synaptome
INF2,synaptome
IPO5,synaptome
IPO7,synaptome
IQGAP1,synaptome
IQSEC1,synaptome
IQSEC2,synaptome
IQSEC3,synaptome
IRGQ,synaptome
IRS1,synaptome
ITFG1,synaptome
ITGAX,synaptome
ITSN1,synaptome
ITSN2,synaptome
JAKMIP2,synaptome
JUP,synaptome
KALRN,synaptome
KANK2,synaptome
KARS,synaptome
KBTBD11,synaptome
KCNA1,synaptome
KCNA2,synaptome
KCNA3,synaptome
KCNAB1,synaptome
KCNAB2,synaptome
KCNJ12,synaptome
KCNJ4,synaptome
KCNMA1,synaptome
KCNQ2,synaptome
KCTD12,synaptome
KCTD16,synaptome
KCTD8,synaptome
KEL,synaptome
KIAA0090,synaptome
KIAA0174,synaptome
KIAA0196,synaptome
KIAA0284,synaptome
KIAA0408,synaptome
KIAA0513,synaptome
KIAA0528,synaptome
KIAA0776,synaptome
KIAA1033,synaptome
KIAA1045,synaptome
KIAA1217,synaptome
KIAA1468,synaptome
KIAA1543,synaptome
KIAA1549,synaptome
KIAA1598,synaptome
KIF1A,synaptome
KIF20B,synaptome
KIF21A,synaptome
KIF2A,synaptome
KIF2B,synaptome
KIF2C,synaptome
KIF3A,synaptome
KIF5A,synaptome
KIF5B,synaptome
KIF5C,synaptome
KIFAP3,synaptome
KLC1,synaptome
KLC2,synaptome
KLRAQ1,synaptome
KPNA1,synaptome
KPNB1,synaptome
KRAS,synaptome
KRT24,synaptome
KRT5,synaptome
KRT6A,synaptome
KTN1,synaptome
L1CAM,synaptome
LANCL1,synaptome
LANCL2,synaptome
LAP3,synaptome
LASP1,synaptome
LCAT,synaptome
LCK,synaptome
LCP1,synaptome
LDHA,synaptome
LDHB,synaptome
LETM1,synaptome
LGALS8,synaptome
LGI1,synaptome
LIMA1,synaptome
LIMCH1,synaptome
LIME1,synaptome
LIN7A,synaptome
LIN7B,synaptome
LIN7C,synaptome
LINGO1,synaptome
LIPE,synaptome
LLGL1,synaptome
LMNA,synaptome
LMNB1,synaptome
LMNB2,synaptome
LMO7,synaptome
LMTK2,synaptome
LMTK3,synaptome
LONP1,synaptome
LPHN1,synaptome
LPHN3,synaptome
LRP1,synaptome
LRPPRC,synaptome
LRRC40,synaptome
LRRC47,synaptome
LRRC57,synaptome
LRRC59,synaptome
LRRC7,synaptome
LRRC8A,synaptome
LRRTM1,synaptome
LRSAM1,synaptome
LSAMP,synaptome
LY6H,synaptome
LYN,synaptome
LYNX1,synaptome
LZTS1,synaptome
MACF1,synaptome
MACROD1,synaptome
MADD,synaptome
MAG,synaptome
MAGEA5,synaptome
MAGEF1,synaptome
MAGI2,synaptome
MAOA,synaptome
MAOB,synaptome
MAP1A,synaptome
MAP1B,synaptome
MAP1LC3A,synaptome
MAP2,synaptome
MAP2K1,synaptome
MAP2K2,synaptome
MAP2K3,synaptome
MAP2K7,synaptome
MAP3K12,synaptome
MAP4,synaptome
MAP6,synaptome
MAP6D1,synaptome
MAP7D1,synaptome
MAPK1,synaptome
MAPK10,synaptome
MAPK3,synaptome
MAPK8IP1,synaptome
